CONGLOME,VIVIENDA,HOGAR,CODPERSO,nacionalidad,ocupacion_principal,rama_actividad,anios_en_ocupacion_actual,meses_en_ocupacion_actual,tipo_contrato,indicador_pea,condicion_formalidad,sexo,edad,estado_civil,nivel_educ_venezuela,nivel_educ_peru,obtuvo_titulo,homologo_titulo_peru,tiene_carrera_superior,tipo_permiso_migratorio,mes_llegada_peru,anio_llegada_peru,discriminado_centro_trabajo,tiempo_residencia_anios,condicion_laboral,anios_escolaridad_venezuela,anios_escolaridad_peru,brecha_educativa_anios,ocupacion_grupo,rama_division,tiene_ocupacion_actual
11136,315,11,1,2,5212,4510,0.0,1.0,5,1,1.0,2,43,1,8,13,1,2,3,2,8.0,2018.0, ,6.0,Empleado_Informal,14.0,14.0,0.0,5,45,1
11136,315,11,2,2,8322,4922,2.0,0.0, ,1,1.0,1,35,1,8,13,1,2,3,2,8.0,2018.0, ,6.0,Empleado_Informal,14.0,14.0,0.0,8,49,1
11136,324,11,1,2,8343,1020,6.0,0.0,2,1,2.0,1,40,1,6,13, , , ,2,2.0,2018.0, ,6.0,Empleado_Formal,11.0,11.0,0.0,8,10,1
11136,324,11,2,2,7513,1071,0.0,2.0,7,1,1.0,2,37,1,6,13, , , ,2,1.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,7,10,1
11136,328,11,1,2,8331,4921,4.0,1.0,7,1,1.0,1,35,1,6,13, , , ,2,3.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
11136,328,11,2,2,5142,9602,4.0,0.0,7,1,1.0,2,21,1,7,13, , ,3,2,8.0,2020.0, ,4.0,Empleado_Informal,12.5,12.5,0.0,5,96,1
11136,328,11,4,2,5131,5610,0.0,1.0,7,1,1.0,2,26,6,10,13,2, ,3,9,8.0,2024.0, ,0.0,Empleado_Informal,16.0,16.0,0.0,5,56,1
11189,326,11,1,2,9412,5610,2.0,0.0,7,1,1.0,2,37,6,8,13,1,2,3,2,12.0,2018.0, ,6.0,Empleado_Informal,14.0,14.0,0.0,9,56,1
11189,326,11,2,2,,,0.0,0.0, ,3,,2,66,4,4,13, , , ,1,10.0,2021.0, ,3.0,Desempleado,9.0,9.0,0.0,,,0
11189,329,11,1,2,3322,4630,1.0,8.0,2,1,2.0,1,31,6,8,13,1,2,3,2,10.0,2018.0, ,6.0,Empleado_Formal,14.0,14.0,0.0,3,46,1
11189,330,11,1,2,5131,5610,1.0,0.0,7,1,1.0,2,26,5,6,13, , , ,1,10.0,2021.0,0,3.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
11241,328,11,1,2,3432,9602,2.0,0.0, ,1,1.0,1,30,6,8,13,1,2,3,2,11.0,2020.0, ,4.0,Empleado_Informal,14.0,14.0,0.0,3,96,1
11241,329,11,1,2,3113,4321,7.0,0.0,7,1,1.0,1,52,5,8,13,1,2,3,1,12.0,2016.0, ,8.0,Empleado_Informal,14.0,14.0,0.0,3,43,1
11241,329,11,2,2,7422,4321,1.0,0.0,7,1,1.0,1,23,5,6,13, , , ,2,8.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,7,43,1
11241,330,11,1,2,5211,4630,0.0,9.0,7,1,1.0,2,30,1,7,13, , ,3,1,5.0,2021.0, ,3.0,Empleado_Informal,12.5,12.5,0.0,5,46,1
11241,330,11,2,1,5230,4711,1.0,0.0,7,1,1.0,1,30,1,1,6, , ,1,,,,,,Empleado_Informal,0.0,11.0,-11.0,5,47,1
11293,333,11,1,2,5212,4771,1.0,0.0,7,1,1.0,2,34,6,6,13, , , ,1,6.0,2020.0,1,4.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
11293,341,11,1,2,9511,4799,5.0,6.0, ,1,1.0,1,35,1,4,13, , , ,6,12.0,2018.0, ,6.0,Empleado_Informal,9.0,9.0,0.0,9,47,1
11293,341,11,2,2,9511,4799,5.0,6.0, ,1,1.0,2,32,1,6,13, , , ,6,3.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,47,1
11293,342,11,1,2,9629,9609,3.0,0.0, ,1,1.0,1,27,1,6,13, , , ,6,10.0,2020.0,0,4.0,Empleado_Informal,11.0,11.0,0.0,9,96,1
11346,348,11,1,2,9622,9499,0.0,3.0,7,1,1.0,1,37,6,10,13,1,2,3,9,7.0,2024.0, ,0.0,Empleado_Informal,16.0,16.0,0.0,9,94,1
11346,349,11,1,2,9621,4923,1.0,0.0, ,1,1.0,2,23,6,6,13, , , ,2,7.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,9,49,1
11346,350,11,1,2,9621,4923,2.0,0.0, ,1,1.0,1,29,1,6,13, , , ,1,2.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,49,1
11346,350,11,2,2,4224,9602,0.0,5.0,7,1,1.0,2,30,1,5,13, , , ,2,2.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,4,96,1
11398,345,11,1,2,2359,8549,3.0,2.0,2,1,1.0,1,48,5,10,13,1,2,3,2,2.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,2,85,1
11398,347,11,1,2,2240,7500,1.0,6.0,2,1,1.0,2,48,5,10,13,1,2,3,2,5.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,2,75,1
11398,348,11,2,2,2511,8220,1.0,0.0,2,1,1.0,1,32,6,10,13,1,2,3,2,10.0,2020.0, ,4.0,Empleado_Informal,16.0,16.0,0.0,2,82,1
11450,351,11,1,2,,,0.0,0.0, ,2,,2,38,1,4,13, , , ,2,8.0,2019.0, ,5.0,Desempleado,9.0,9.0,0.0,,,0
11450,351,11,2,2,3411,6910,1.0,8.0,2,1,1.0,1,40,1,10,13,1,2,3,2,8.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,3,69,1
11450,353,11,1,2,3221,8730,0.0,10.0,2,1,1.0,2,37,1,8,13,1,2,3,2,9.0,2021.0, ,3.0,Empleado_Informal,14.0,14.0,0.0,3,87,1
11450,353,11,2,2,5329,8730,1.0,3.0,2,1,1.0,1,36,1,7,13, , ,3,2,9.0,2021.0, ,3.0,Empleado_Informal,12.5,12.5,0.0,5,87,1
11450,354,11,1,2,,,0.0,0.0, ,2,,2,36,1,7,13, , ,3,2,8.0,2018.0, ,6.0,Desempleado,12.5,12.5,0.0,,,0
11450,354,11,2,1,3422,8541,2.0,4.0,2,1,1.0,1,40,1,9,13, , ,3,,,,,,Empleado_Informal,13.5,13.5,0.0,3,85,1
11869,417,11,1,2,7221,2511,0.0,1.0,7,1,1.0,1,37,2,6,13, , , ,2,4.0,2019.0,1,5.0,Empleado_Informal,11.0,11.0,0.0,7,25,1
11869,417,11,2,2,9411,5610,3.0,0.0, ,1,1.0,2,31,2,8,13,2, ,3,2,12.0,2019.0,1,5.0,Empleado_Informal,14.0,14.0,0.0,9,56,1
11869,421,11,1,2,7221,2511,6.0,0.0, ,1,1.0,1,42,2,8,13,2, ,3,2,7.0,2018.0,1,6.0,Empleado_Informal,14.0,14.0,0.0,7,25,1
11869,422,11,1,2,8321,4922,0.0,8.0, ,1,1.0,1,22,1,6,13, , , ,1,2.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
11922,413,11,1,2,9412,5610,1.0,0.0,7,1,1.0,2,61,5,4,13, , , ,6,5.0,2019.0, ,5.0,Empleado_Informal,9.0,9.0,0.0,9,56,1
11922,414,11,2,2,9313,4100,2.0,0.0,7,1,1.0,1,35,1,7,13, , ,3,1,7.0,2022.0, ,2.0,Empleado_Informal,12.5,12.5,0.0,9,41,1
11922,416,11,1,2,2146,2410,8.0,0.0,2,1,1.0,1,44,2,10,13,1,2,3,6,10.0,2016.0,1,8.0,Empleado_Informal,16.0,16.0,0.0,2,24,1
11974,420,11,2,1,7212,2511,2.0,1.0,7,1,1.0,1,37,1,1,8, , ,2,,,,,,Empleado_Informal,0.0,14.0,-14.0,7,25,1
11974,423,11,1,2,7231,4540,4.0,0.0,7,1,1.0,1,32,1,5,13, , , ,2,8.0,2017.0,0,7.0,Empleado_Informal,10.0,10.0,0.0,7,45,1
11974,425,11,1,2,9111,9700,0.0,1.0,7,1,1.0,2,25,6,6,13, , , ,9,7.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,9,97,1
12026,427,11,1,2,5120,5610,0.0,4.0,7,1,1.0,2,41,6,8,13,2, ,3,2,6.0,2019.0, ,5.0,Empleado_Informal,14.0,14.0,0.0,5,56,1
12026,427,11,2,2,9622,9329,2.0,0.0,7,1,1.0,1,22,6,6,13, , , ,2,6.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,93,1
12026,429,11,1,2,5212,4752,1.0,0.0,7,1,1.0,1,30,1,6,13, , , ,2,2.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
12026,430,11,1,2,5414,8010,0.0,1.0,7,1,1.0,2,36,6,6,13, , , ,1,1.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,5,80,1
12079,432,11,1,2,9621,4923,3.0,0.0, ,1,1.0,1,28,1,9,13, , ,3,2,6.0,2018.0, ,6.0,Empleado_Informal,13.5,13.5,0.0,9,49,1
12079,433,11,1,2,5141,9602,2.0,8.0,7,1,1.0,2,46,1,5,13, , , ,2,1.0,2022.0, ,2.0,Empleado_Informal,10.0,10.0,0.0,5,96,1
12079,433,11,2,2,9612,3811,3.0,0.0, ,1,1.0,1,42,1,5,13, , , ,2,10.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,9,38,1
12079,439,11,1,2,3322,6110,3.0,9.0,7,1,1.0,1,31,1,10,13,1,2,3,2,7.0,2018.0,1,6.0,Empleado_Informal,16.0,16.0,0.0,3,61,1
12079,439,11,2,1,5131,9200,2.0,0.0,7,1,1.0,2,32,1,1,8, , ,0,,,,,,Empleado_Informal,0.0,14.0,-14.0,5,92,1
12131,439,11,1,2,5212,4759,3.0,0.0,7,1,1.0,1,24,1,6,13, , , ,1,7.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
12131,439,11,2,2,5230,5610,1.0,0.0,2,1,1.0,2,22,1,7,13, , ,3,2,7.0,2021.0, ,3.0,Empleado_Informal,12.5,12.5,0.0,5,56,1
12131,440,11,1,2,3314,8620,3.0,0.0,2,1,1.0,1,38,6,9,13, , ,3,2,8.0,2019.0, ,5.0,Empleado_Informal,13.5,13.5,0.0,3,86,1
12131,442,11,1,2,9612,3811,3.0,0.0, ,1,1.0,1,23,6,5,13, , , ,9,12.0,2017.0, ,7.0,Empleado_Informal,10.0,10.0,0.0,9,38,1
12445,474,11,1,2,8321,4922,2.0,0.0, ,1,1.0,1,46,2,10,13,1,1,3,2,5.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,8,49,1
12445,474,11,2,2,9111,9700,0.0,4.0,7,1,1.0,2,49,2,11,13,1,1,3,2,5.0,2018.0,1,6.0,Empleado_Informal,18.0,18.0,0.0,9,97,1
12445,474,11,3,2,9629,9000,0.0,4.0, ,1,1.0,2,15,6,3,5, , , ,2,5.0,2018.0,0,6.0,Empleado_Informal,4.5,8.5,-4.0,9,90,1
12445,475,11,1,2,9629,7500,0.0,11.0,7,1,1.0,1,20,6,7,13, , ,3,9,11.0,2020.0, ,4.0,Empleado_Informal,12.5,12.5,0.0,9,75,1
12445,476,11,1,2,5131,5610,1.0,6.0,7,1,1.0,2,31,5,7,13, , ,3,1,9.0,2022.0, ,2.0,Empleado_Informal,12.5,12.5,0.0,5,56,1
12498,482,11,1,2,5120,5610,6.0,0.0, ,1,1.0,2,45,1,5,13, , , ,2,6.0,2017.0, ,7.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
12498,482,11,2,2,9313,4100,0.0,6.0,7,1,1.0,1,56,1,5,13, , , ,1,2.0,2017.0, ,7.0,Empleado_Informal,10.0,10.0,0.0,9,41,1
12498,482,11,3,2,,,0.0,0.0, ,2,,2,26,6,9,13, , ,3,2,1.0,2020.0, ,4.0,Desempleado,13.5,13.5,0.0,,,0
12498,483,11,1,2,7513,1071,0.0,1.0, ,1,1.0,2,22,5,5,13, , , ,1,10.0,2023.0,1,1.0,Empleado_Informal,10.0,10.0,0.0,7,10,1
12498,484,11,1,2,9411,5610,0.0,3.0, ,1,1.0,2,36,1,10,13,1,2,3,2,7.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,9,56,1
12498,484,11,2,1,5213,4789,20.0,0.0, ,1,1.0,1,42,1,8,13,2, ,3,,,,,,Empleado_Informal,14.0,14.0,0.0,5,47,1
12550,491,11,1,2,9112,8121,6.0,0.0, ,1,1.0,2,41,6,6,13, , , ,2,5.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,81,1
12550,493,11,1,2,5312,8510,3.0,0.0,7,1,1.0,2,27,1,6,13, , , ,2,6.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,5,85,1
12550,493,11,2,2,8322,4921,1.0,0.0,7,1,1.0,1,34,1,6,13, , , ,2,6.0,2019.0,1,5.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
12603,493,11,1,2,9111,9700,0.0,6.0,7,1,1.0,2,56,5,5,13, , , ,2,8.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,9,97,1
12603,494,11,1,2,3221,8690,2.0,0.0, ,1,1.0,2,35,6,8,13,1,2,3,2,6.0,2019.0, ,5.0,Empleado_Informal,14.0,14.0,0.0,3,86,1
12603,498,11,1,2,7234,4663,6.0,8.0,2,1,2.0,1,36,2,6,13, , , ,2,2.0,2018.0, ,6.0,Empleado_Formal,11.0,11.0,0.0,7,46,1
12603,498,11,2,2,5212,4773,0.0,6.0,7,1,1.0,2,39,2,10,13,1,2,3,2,2.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,5,47,1
12655,498,11,2,2,9333,4721,3.0,10.0,7,1,1.0,1,48,1,5,13, , , ,2,7.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,9,47,1
12655,499,11,1,2,9412,5610,2.0,6.0,7,1,1.0,2,44,1,5,13, , , ,2,10.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,9,56,1
12655,499,11,2,2,8322,4921,2.0,0.0,7,1,1.0,1,54,1,6,13, , , ,2,3.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
12655,499,11,3,2,5212,4773,2.0,0.0,7,1,1.0,2,21,6,6,13, , , ,2,7.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
12655,502,11,1,2,9111,9700,1.0,0.0,7,1,1.0,2,43,3,11,13,1,2,3,2,5.0,2018.0,0,6.0,Empleado_Informal,18.0,18.0,0.0,9,97,1
12655,502,11,2,2,9621,5610,0.0,7.0,7,1,1.0,1,22,1,9,13, , ,3,6,9.0,2019.0,1,5.0,Empleado_Informal,13.5,13.5,0.0,9,56,1
12655,502,11,3,2,5131,5610,2.0,0.0,7,1,1.0,2,23,1,5,13, , , ,1,8.0,2022.0,0,2.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
12707,504,11,1,2,5120,5610,1.0,11.0,7,1,1.0,1,24,1,9,13, , ,3,2,2.0,2020.0, ,4.0,Empleado_Informal,13.5,13.5,0.0,5,56,1
12707,504,11,4,2,3322,4530,3.0,0.0,7,1,1.0,2,50,4,10,13,1,2,3,3,4.0,2019.0, ,5.0,Empleado_Informal,16.0,16.0,0.0,3,45,1
12707,505,11,1,2,5213,4789,2.0,10.0, ,1,2.0,2,44,3,8,13,1,2,3,2,5.0,2018.0,1,6.0,Empleado_Formal,14.0,14.0,0.0,5,47,1
12707,505,11,2,2,9621,5610,0.0,8.0,7,1,1.0,1,22,6,6,13, , , ,2,8.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,9,56,1
12707,507,11,1,2,2221,8620,3.0,0.0,7,1,1.0,2,36,5,10,13,1,2,3,2,8.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,2,86,1
12760,510,11,1,2,5245,1071,3.0,2.0,7,1,1.0,2,42,5,10,13,1,2,3,2,5.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,5,10,1
12760,511,11,1,2,5212,4721,2.0,6.0,7,1,1.0,1,50,2,6,13, , , ,2,2.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
12760,511,11,3,2,5212,4721,3.0,2.0,7,1,1.0,2,25,6,6,13, , , ,2,1.0,2020.0, ,4.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
12760,512,11,1,2,7128,4330,1.0,6.0, ,1,1.0,1,56,2,8,13,1,2,3,2,2.0,2021.0,0,3.0,Empleado_Informal,14.0,14.0,0.0,7,43,1
12760,512,11,2,2,9112,8549,0.0,7.0,7,1,1.0,2,38,2,10,13,1,2,3,1,4.0,2022.0, ,2.0,Empleado_Informal,16.0,16.0,0.0,9,85,1
12760,512,11,3,2,9621,4923,1.0,0.0, ,1,2.0,1,21,6,6,13, , , ,1,4.0,2022.0, ,2.0,Empleado_Formal,11.0,11.0,0.0,9,49,1
12812,516,11,1,2,5212,4772,3.0,6.0,7,1,1.0,1,29,1,6,13, , , ,2,3.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
12812,516,11,2,2,5212,4772,3.0,4.0,7,1,1.0,2,26,1,6,13, , , ,2,3.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,5,47,1
12812,517,11,1,2,9511,4799,0.0,7.0, ,1,1.0,1,32,1,5,13, , , ,2,6.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,9,47,1
12812,517,11,2,2,9112,8121,0.0,7.0, ,1,1.0,2,32,1,5,13, , , ,2,6.0,2019.0, ,5.0,Empleado_Informal,10.0,10.0,0.0,9,81,1
12812,518,11,1,2,5120,5610,2.0,0.0,2,1,2.0,1,27,1,9,13, , ,3,2,2.0,2020.0, ,4.0,Empleado_Formal,13.5,13.5,0.0,5,56,1
12812,518,11,2,2,5230,5610,3.0,0.0,2,1,2.0,2,26,1,9,13, , ,3,2,2.0,2020.0, ,4.0,Empleado_Formal,13.5,13.5,0.0,5,56,1
12864,549,11,1,2,8322,4922,0.0,5.0, ,1,1.0,1,26,1,5,13, , , ,2,7.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,8,49,1
12864,549,11,2,1,2634,8620,0.0,1.0, ,1,1.0,2,30,1,1,10, , ,0,,,,,,Empleado_Informal,0.0,16.0,-16.0,2,86,1
12864,550,11,1,2,9629,2511,3.0,0.0,7,1,1.0,2,39,1,6,13, , , ,2,9.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,9,25,1
12864,550,11,2,2,9334,4921,5.0,0.0,7,1,1.0,1,25,1,5,13, , , ,2,8.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,9,49,1
12864,555,11,1,2,5142,9602,0.0,3.0,7,1,1.0,2,27,6,7,13, , ,3,2,7.0,2018.0,0,6.0,Empleado_Informal,12.5,12.5,0.0,5,96,1
12917,557,11,1,2,5245,1071,1.0,6.0,7,1,1.0,1,53,2,5,13, , , ,2,10.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,5,10,1
12917,557,11,2,2,5245,1071,1.0,0.0,7,1,1.0,2,49,2,6,13, , , ,2,7.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,5,10,1
12917,558,11,1,2,9122,4520,3.0,0.0,7,1,1.0,2,28,6,8,13,1,2,3,2,10.0,2018.0,0,6.0,Empleado_Informal,14.0,14.0,0.0,9,45,1
12917,560,11,1,2,9122,4520,3.0,0.0,7,1,1.0,1,32,1,5,13, , , ,2,11.0,2020.0, ,4.0,Empleado_Informal,10.0,10.0,0.0,9,45,1
12969,534,11,1,2,8331,4921,6.0,0.0,7,1,1.0,1,30,1,6,13, , , ,9,7.0,2016.0,1,8.0,Empleado_Informal,11.0,11.0,0.0,8,49,1
12969,534,11,2,1,9412,5610,1.0,9.0,7,1,1.0,2,26,1,1,6, , ,1,,,,,,Empleado_Informal,0.0,11.0,-11.0,9,56,1
12969,535,11,1,2,4222,6619,2.0,0.0,2,1,2.0,2,37,6,10,13,1,2,3,7,3.0,2018.0, ,6.0,Empleado_Formal,16.0,16.0,0.0,4,66,1
12969,536,11,1,2,2330,8521,4.0,0.0,2,1,2.0,1,46,1,11,13,1,1,3,2,6.0,2018.0, ,6.0,Empleado_Formal,18.0,18.0,0.0,2,85,1
12969,536,11,2,2,7351,1512,0.0,4.0, ,1,1.0,2,46,1,9,13, , ,3,3,12.0,2018.0, ,6.0,Empleado_Informal,13.5,13.5,0.0,7,15,1
12969,536,11,3,2,9629,9000,0.0,1.0, ,1,1.0,2,20,6,5,6, , ,1,2,12.0,2018.0, ,6.0,Empleado_Informal,10.0,11.0,-1.0,9,90,1
13021,542,11,1,2,9111,9700,2.0,8.0,7,1,1.0,2,39,6,5,13, , , ,1,6.0,2019.0,0,5.0,Empleado_Informal,10.0,10.0,0.0,9,97,1
13021,542,11,2,2,9111,9700,1.0,0.0,7,1,1.0,1,18,6,4,5, , , ,1,6.0,2019.0, ,5.0,Empleado_Informal,9.0,8.5,0.5,9,97,1
13021,543,11,1,2,5212,4771,3.0,0.0,7,1,1.0,2,40,6,5,13, , , ,1,8.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,5,47,1
13074,548,11,1,2,5212,4530,0.0,3.0,7,1,1.0,1,31,6,10,13,1,2,3,7,6.0,2018.0, ,6.0,Empleado_Informal,16.0,16.0,0.0,5,45,1
13074,549,11,1,2,5245,1071,1.0,7.0,7,1,1.0,2,24,6,6,13, , , ,9,11.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,5,10,1
13074,550,11,1,2,7123,4330,1.0,10.0,7,1,1.0,1,57,2,6,13, , , ,1,8.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,7,43,1
13074,550,11,4,2,5212,4772,1.0,1.0,7,1,1.0,2,27,6,5,13, , , ,2,6.0,2023.0, ,1.0,Empleado_Informal,10.0,10.0,0.0,5,47,1
13126,552,11,1,2,,,0.0,0.0, ,2,,1,32,1,5,13, , , ,2,4.0,2019.0, ,5.0,Desempleado,10.0,10.0,0.0,,,0
13126,552,11,2,2,7513,1071,2.0,6.0, ,1,1.0,2,27,1,6,13, , , ,2,7.0,2019.0, ,5.0,Empleado_Informal,11.0,11.0,0.0,7,10,1
13126,555,11,1,2,5142,9602,0.0,10.0, ,1,1.0,2,42,6,6,13, , , ,2,9.0,2018.0, ,6.0,Empleado_Informal,11.0,11.0,0.0,5,96,1
13126,561,11,1,2,7221,2511,5.0,2.0, ,1,2.0,1,29,1,9,13, , ,3,2,12.0,2018.0, ,6.0,Empleado_Formal,13.5,13.5,0.0,7,25,1
13179,558,11,1,2,,,0.0,0.0, ,2,,1,37,1,5,13, , , ,1,2.0,2022.0, ,2.0,Desempleado,10.0,10.0,0.0,,,0
13179,558,11,2,2,5131,5610,1.0,6.0,7,1,1.0,2,31,1,5,13, , , ,9,3.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
13179,558,11,3,2,5131,5610,0.0,6.0,7,1,1.0,2,17,6,5,5, , , ,9,7.0,2021.0, ,3.0,Empleado_Informal,10.0,8.5,1.5,5,56,1
13179,558,11,4,2,9122,4520,1.0,0.0,7,1,1.0,1,20,6,5,13, , , ,9,4.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,9,45,1
13179,560,11,1,2,5131,5610,0.0,3.0,7,1,1.0,2,27,6,5,13, , , ,9,2.0,2024.0, ,0.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
13179,562,11,1,2,9112,8121,0.0,6.0, ,1,1.0,2,28,6,5,13, , , ,3,9.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,9,81,1
13179,562,11,4,2,5131,5610,0.0,9.0,7,1,1.0,2,24,6,5,13, , , ,9,12.0,2023.0,0,1.0,Empleado_Informal,10.0,10.0,0.0,5,56,1
13231,564,11,1,2,,,0.0,0.0, ,2,,2,37,1,6,13, , , ,1,12.0,2018.0,0,6.0,Desempleado,11.0,11.0,0.0,,,0
13231,564,11,2,2,7128,4330,2.0,6.0,7,1,1.0,1,26,1,5,13, , , ,2,12.0,2021.0, ,3.0,Empleado_Informal,10.0,10.0,0.0,7,43,1
13231,564,11,3,2,,,0.0,0.0, ,3,,2,16,6,5,5, , , ,9,12.0,2018.0, ,6.0,Desempleado,10.0,8.5,1.5,,,0
13231,569,11,1,2,9621,1104,0.0,2.0,7,1,1.0,1,31,1,7,13, , ,3,2,8.0,2018.0, ,6.0,Empleado_Informal,12.5,12.5,0.0,9,11,1
13231,570,11,1,2,5141,9602,2.0,0.0,7,1,1.0,2,36,6,6,13, , , ,2,9.0,2021.0, ,3.0,Empleado_Informal,11.0,11.0,0.0,5,96,1
13283,575,11,1,2,5414,8010,3.0,0.0,2,1,2.0,1,39,1,7,13, , ,3,2,10.0,2020.0,1,4.0,Empleado_Formal,12.5,12.5,0.0,5,80,1
13283,575,11,2,2,5120,5610,3.0,0.0, ,1,1.0,2,40,1,10,13,1,2,3,2,10.0,2020.0,0,4.0,Empleado_Informal,16.0,16.0,0.0,5,56,1
13283,576,11,1,2,5211,4630,2.0,0.0,7,1,1.0,2,30,6,6,13, , , ,6,4.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,5,46,1
13283,577,11,2,2,3322,4741,1.0,0.0,2,1,1.0,1,33,1,8,13,2, ,3,2,2.0,2017.0, ,7.0,Empleado_Informal,14.0,14.0,0.0,3,47,1
13336,578,11,1,2,9621,4923,2.0,0.0, ,1,1.0,1,35,2,8,13,2, ,3,2,4.0,2017.0, ,7.0,Empleado_Informal,14.0,14.0,0.0,9,49,1
13336,578,11,2,2,7513,1071,1.0,0.0,7,1,1.0,2,35,2,6,13, , , ,2,5.0,2017.0, ,7.0,Empleado_Informal,11.0,11.0,0.0,7,10,1
13336,579,11,1,2,5120,5610,0.0,2.0,7,1,1.0,1,23,1,6,13, , , ,2,5.0,2022.0,0,2.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
13336,579,11,2,2,5131,5610,0.0,1.0,7,1,1.0,2,25,1,6,13, , , ,1,1.0,2023.0, ,1.0,Empleado_Informal,11.0,11.0,0.0,5,56,1
13336,581,11,1,2,8322,4922,3.0,0.0, ,1,1.0,1,39,1,8,13,2, ,3,2,2.0,2018.0, ,6.0,Empleado_Informal,14.0,14.0,0.0,8,49,1
13388,583,11,1,2,4224,8620,6.0,4.0,7,1,1.0,1,54,6,5,13, , , ,2,5.0,2018.0, ,6.0,Empleado_Informal,10.0,10.0,0.0,4,86,1
13388,583,11,2,2,9629,8620,4.0,0.0,7,1,1.0,1,31,6,4,13, , , ,2,9.0,2020.0, ,4.0,Empleado_Informal,9.0,9.0,0.0,9,86,1
13388,583,11,4,2,9112,5510,2.0,0.0,7,1,1.0,1,52,6,3,13, , , ,2,9.0,2022.0, ,2.0,Empleado_Informal,4.5,4.5,0.0,9,55,1
13388,584,11,2,2,3113,6110,2.0,9.0,7,1,1.0,1,40,1,10,13,1,2,3,2,9.0,2019.0,1,5.0,Empleado_Informal,16.0,16.0,0.0,3,61,1
13388,584,11,5,2,9122,4921,1.0,6.0,7,1,1.0,1,24,6,6,13, , , ,2,10.0,2022.0, ,2.0,Empleado_Informal,11.0,11.0,0.0,9,49,1
13388,587,11,1,2,9333,4923,0.0,4.0,2,1,2.0,1,33,1,5,13, , , ,2,1.0,2022.0, ,2.0,Empleado_Formal,10.0,10.0,0.0,9,49,1
